x,y,z,ESP
22.141,21.291,11.324,37.61988836149732
22.068,25.132,10.686,37.277844419440214
22.614,25.383,11.108,37.67681797203138
23.087,24.855,11.324,37.61991058727918
23.346,26.303,21.277,35.05007245153409
21.982,25.979,20.641,34.443283805647184
21.882,19.843,21.277,35.050063575655045
23.246,20.167,20.641,34.44327999266412
23.193,20.409,10.653,37.05435382349587
22.108,20.748,11.261,37.66074265235602
22.035,25.737,10.653,37.05441385774158
23.12,25.398,11.261,37.660774076201875
23.804,25.379,20.504,36.509609728390544
21.382,25.46,20.682,34.41664148470862
21.424,20.767,20.504,36.509607066781015
23.846,20.686,20.682,34.41664162894519
23.763,20.848,10.533,36.90549471662953
21.653,21.212,11.334,37.28870984049361
21.465,25.298,10.533,36.90554491966802
23.575,24.934,11.334,37.28872686379074
25.145,25.604,20.492,36.76454101771914
24.458,26.006,20.206,36.735788191944486
24.507,25.566,20.665,36.47134188322059
19.879,25.808,20.9,33.31372286335255
20.708,26.105,20.368,34.25029591123247
20.721,25.566,20.665,34.07447746286954
20.083,20.542,20.492,36.76454052071662
20.77,20.14,20.206,36.735786897383136
20.721,20.58,20.665,36.47134017386158
25.349,20.338,20.9,33.31373309423994
24.52,20.041,20.368,34.25029918364113
24.507,20.58,20.665,34.07448114234963
24.819,20.868,11.021,36.7900603822126
24.489,20.091,10.573,36.55237875775803
24.414,20.702,10.452,36.608995776027484
20.205,20.664,10.612,33.252544258793826
20.708,20.041,10.492,35.006735155871624
20.876,20.784,10.623,35.372359731950226
20.409,25.278,11.021,36.790125660612944
20.739,26.055,10.573,36.552488880521
20.814,25.444,10.452,36.60905364535235
25.023,25.482,10.612,33.25254997167082
24.52,26.105,10.492,35.00674617871228
24.352,25.362,10.623,35.37236866161706
23.881,26.034,20.492,36.278595141877304
21.389,25.935,20.323,34.76028714584359
21.347,20.112,20.492,36.27859207496298
23.839,20.211,20.323,34.76028655355554
23.86,20.162,10.451,36.562769341892945
21.432,20.31,10.705,36.81321035254696
21.368,25.984,10.451,36.562853380612225
23.796,25.836,10.705,36.81322961630396
26.76,23.755,20.257,38.147854688560194
26.547,23.073,20.222,38.301429254284805
18.403,23.766,20.333,38.56320523437438
18.681,23.073,20.222,38.30142826833831
18.468,22.391,20.257,38.14785432325947
26.825,22.38,20.333,38.56320743837326
26.177,22.487,11.281,36.289196098948494
26.167,23.073,11.101,35.61917694005839
19.051,22.487,11.281,35.42906426543169
19.061,23.073,11.101,35.61918318733618
19.051,23.659,11.281,36.2892075776022
26.177,23.659,11.281,35.42906112270032
26.281,23.073,20.917,37.55709325531941
26.318,23.764,20.726,37.412187762159164
18.947,23.073,20.917,37.55709113603554
18.91,23.764,20.726,37.78141223705198
18.91,22.382,20.726,37.41218671540363
26.318,22.382,20.726,37.78141606075597
26.312,23.1,9.99,33.28151328794235
26.147,22.414,10.377,35.04921233866244
18.916,23.046,9.99,33.28151551533947
19.537,22.499,11.029,34.6216630176953
19.081,23.732,10.377,35.04921816147315
25.691,23.647,11.029,34.621659722763525
26.367,24.447,20.556,37.21809493559991
18.746,24.489,20.714,37.654173595286764
18.861,21.699,20.556,37.21809442935702
26.482,21.657,20.714,37.65418210855301
25.732,21.932,11.171,36.25495662197174
19.612,21.974,11.328,34.832539349903335
19.496,24.214,11.171,36.25497583285922
25.616,24.172,11.328,34.83253893844697
25.271,25.09,21.008,36.53373582312224
25.845,25.104,20.691,36.89917858975123
20.08,24.997,20.751,35.386842917150844
19.333,25.135,20.772,35.80320125620543
19.957,21.056,21.008,36.533734929750295
19.383,21.042,20.691,36.89917817815149
25.148,21.149,20.751,35.386848492244326
25.895,21.011,20.772,35.80321169744282
24.944,21.304,10.537,36.333972527200274
25.397,21.323,10.896,36.17598372645941
20.407,21.397,10.795,34.25794187695293
20.029,21.448,11.22,34.605334546958645
20.284,24.842,10.537,36.33400188551036
19.831,24.823,10.896,36.17601153080865
24.821,24.749,10.795,34.257945795611505
25.199,24.698,11.22,34.605337849939986
25.822,24.445,20.914,36.78453623972074
19.555,24.382,20.661,36.883362091409666
19.406,21.701,20.914,36.78453539409155
25.673,21.764,20.661,36.883367191998744
25.624,21.785,10.283,35.402635899769294
20.097,21.996,11.126,34.76327169962588
19.604,24.361,10.283,35.40264400525767
25.131,24.15,11.126,34.76327189207421
25.244,24.43,21.217,36.52546929495051
20.267,24.284,20.593,36.99773829882669
19.984,21.715,21.217,36.52526660521448
24.961,21.862,20.593,36.99774105789105
25.082,21.799,9.999,35.743825694372504
20.429,21.945,10.622,34.19126276474259
20.146,24.347,9.999,35.74383656769373
24.799,24.201,10.622,34.19126338057117
25.537,23.073,20.898,37.34812460988446
25.069,23.724,21.086,36.926188612306646
19.691,23.073,20.898,37.348122872413
20.516,23.63,20.265,37.63739060539166
20.159,22.422,21.086,36.92618752622559
24.712,22.516,20.265,37.63739179089401
25.706,23.096,9.624,32.914662431132086
25.029,22.432,9.865,35.011928108935656
19.522,23.05,9.624,32.91466479620371
20.437,22.495,10.412,34.358222096733165
20.199,23.714,9.865,35.01193442235404
24.791,23.651,10.412,34.358219691819855
25.762,23.758,21.075,36.85615749260256
19.611,23.726,20.814,37.38068613534508
19.466,22.388,21.075,36.85615623143871
25.617,22.42,20.814,37.380689117233295
25.798,22.345,9.72,34.30608026644413
19.999,22.504,10.74,34.30799550695646
19.43,23.801,9.72,34.30608335119007
25.229,23.642,10.74,34.30799250510613
23.865,24.924,21.106,36.50085405866781
21.363,24.924,21.106,34.801811944362896
21.363,21.222,21.106,36.50085156629601
23.865,21.222,21.106,34.801812201718015
23.66,21.525,10.684,37.102227346228105
21.691,21.707,11.242,37.138536630085646
21.568,24.621,10.684,37.102256640290946
23.537,24.439,11.242,37.13854713686553
24.565,25.024,21.093,36.54639538697268
20.725,24.962,20.913,35.02402702922474
20.663,21.122,21.093,36.54639366065497
24.503,21.184,20.913,35.0240299604162
24.255,21.432,10.665,36.90319614655498
21.003,21.462,10.755,35.84182221485915
20.973,24.714,10.665,36.90323046095527
24.225,24.684,10.755,35.84182767269918
24.496,24.344,21.199,36.779259548112336
21.006,24.16,20.361,37.112443680809996
20.732,21.802,21.199,36.7792583533712
24.222,21.986,20.361,37.11244452612658
24.162,22.027,10.684,36.72936512610494
20.975,21.966,10.405,35.22056665523861
21.066,24.119,10.684,36.72938495879905
24.253,24.18,10.405,35.22056756839832
26.482,26.941,16.626,47.699093521626864
18.746,26.941,16.626,40.15526861168773
18.746,19.205,16.626,47.699092112258526
26.482,19.205,16.626,40.15526385447451
26.206,19.481,14.318,47.997036115796064
18.469,18.928,14.147,38.79056494705971
19.022,26.665,14.318,47.99705224013695
26.759,27.218,14.147,38.79056741216861
26.809,26.092,17.834,43.79263359831026
18.272,26.198,17.918,38.58208486485864
18.419,20.054,17.834,43.79263314682136
26.956,19.948,17.918,38.58208563127903
26.146,20.531,13.405,40.6652118300881
17.83,19.631,12.688,36.8319947812043
19.082,25.615,13.405,40.66523763846776
27.398,26.515,12.688,36.83199651524994
26.65,26.512,17.232,47.685239731260204
18.434,26.635,17.296,39.21255145111476
18.578,19.634,17.232,47.6852388016232
26.794,19.511,17.296,39.21254948968954
26.29,19.941,13.788,44.125713400026136
18.002,19.143,13.37,37.59414809154834
18.938,26.205,13.788,44.12573005501936
27.226,27.003,13.37,37.59414998283456
26.26,26.719,17.86,46.11890329189332
18.712,26.975,18.031,38.20091874240548
18.968,19.427,17.86,46.118902485278696
26.516,19.171,18.031,38.200922182606895
25.748,19.939,13.34,41.25026893677955
18.521,18.98,12.701,37.506667822360114
19.48,26.207,13.34,41.25031489900623
26.707,27.166,12.701,37.50667069796181
25.58,27.194,17.792,43.464755672450174
19.119,27.93,18.214,37.24435341877307
19.648,18.952,17.792,43.46475451981871
26.109,18.216,18.214,37.244356293311
25.58,18.952,13.067,41.537758879441654
19.489,18.731,12.941,38.59066554848283
19.648,27.194,13.067,41.53781689777765
25.739,27.415,12.941,38.59067239080997
26.053,27.109,17.232,47.74859867930226
19.114,27.181,17.264,38.89114378525517
19.175,19.037,17.232,47.74859733808774
26.114,18.965,17.264,38.891141185657844
25.991,19.109,13.66,46.28781735469862
18.991,18.821,13.531,38.34362881029167
19.237,27.037,13.66,46.28783878934658
26.237,27.325,13.531,38.34363321445794
23.811,26.941,19.298,37.86084589871979
21.417,26.941,19.298,37.24432879088559
21.417,19.205,19.298,37.86084405377875
23.811,19.205,19.298,37.24432781276266
23.875,18.997,11.354,37.517892270694965
21.246,18.652,11.009,38.43143958135458
21.353,27.149,11.354,37.51826126566726
23.982,27.494,11.009,38.43146206987136
24.934,27.121,18.342,40.129406907239186
19.788,28.004,18.978,36.65960882510895
20.294,19.025,18.342,40.12940592183217
25.44,18.142,18.978,36.65961481130887
24.934,19.025,12.517,39.17359365772546
20.252,18.952,12.464,38.45821432849101
20.294,27.121,12.517,39.17386500503284
24.976,27.194,12.464,38.458228679421225
24.416,27.109,18.868,38.88188400508573
20.522,27.757,19.421,36.60887134083971
20.812,19.037,18.868,38.881883117010844
24.706,18.389,19.421,36.60887444612724
24.448,18.965,11.929,38.04157375310508
20.555,18.461,11.5,38.7347003552929
20.78,27.181,11.929,38.042141157861806
24.673,27.685,11.5,38.734714942463285
24.917,26.527,18.883,38.89175308223881
19.714,27.422,19.779,35.70324659421099
20.311,19.619,18.883,38.89175229085696
25.514,18.724,19.779,35.70325857006273
24.789,19.811,12.168,38.41601998022508
19.928,19.044,11.4,37.457861241153346
20.439,26.335,12.168,38.416216452264266
25.3,27.102,11.4,37.45787014764922
25.018,26.092,19.624,37.75685118486486
19.745,26.674,20.434,34.229387763147294
20.21,20.054,19.624,37.75685073565742
25.483,19.472,20.434,34.22940347703445
24.85,20.266,11.529,37.49070413094897
20.083,19.895,11.014,35.06098966629796
20.378,25.88,11.529,37.49084619188125
25.145,26.251,11.014,35.060998511157266
24.416,26.512,19.465,37.77854309072079
20.555,27.003,20.042,35.173424257346014
20.812,19.634,19.465,37.778542089030914
24.673,19.143,20.042,35.17342675899084
24.513,19.45,11.178,37.19657513141312
20.587,19.204,10.889,36.90150380019685
20.715,26.696,11.178,37.196901579079785
24.641,26.942,10.889,36.90151763907837
26.828,24.377,19.643,38.12865536851733
18.055,24.484,19.989,38.599476209728195
18.4,21.769,19.643,38.12865563048391
27.173,21.662,19.989,38.59947760855035
26.344,21.919,11.699,37.00066218042092
18.884,21.919,11.699,36.09659356184674
18.884,24.227,11.699,37.000680965415874
26.344,24.227,11.699,36.09659295503534
25.58,25.435,19.551,38.16935105750916
19.066,25.899,20.36,35.98925038506057
19.648,20.711,19.551,38.16935068688063
26.162,20.247,20.36,35.98927330964248
25.527,20.753,11.382,36.800156444129954
19.489,20.584,11.088,33.68676386572664
19.701,25.393,11.382,36.800222764249185
25.739,25.562,11.088,33.68676807805278
26.298,25.004,19.754,38.03525377426118
18.561,25.197,20.186,37.89112218296911
18.93,21.142,19.754,38.03525370013057
26.667,20.949,20.186,37.89113594313477
25.991,21.303,11.466,36.59302131308161
19.237,21.303,11.466,34.71707120372015
19.237,24.843,11.466,36.593052621756726
25.991,24.843,11.466,34.71707316537957
26.26,25.503,19.075,39.14945388522353
18.712,25.674,19.331,38.140612201580524
18.968,20.643,19.075,39.14945377105833
26.516,20.472,19.331,38.140621010232685
26.068,20.77,11.976,37.67560673572791
18.521,20.344,11.336,34.66521790628862
19.16,25.376,11.976,37.67566134839528
26.707,25.802,11.336,34.665220057086
26.809,25.477,18.448,40.22349872453025
18.125,25.646,18.66,38.68636645563116
18.419,20.669,18.448,40.2234986913857
27.103,20.5,18.66,38.6863666164021
26.294,20.964,12.782,39.04981884897037
17.83,20.331,11.987,36.18749736546934
18.934,25.182,12.782,39.04984628148551
27.398,25.815,11.987,36.18749875895415
26.794,24.939,18.991,38.87058991522362
18.146,25.068,19.237,38.74209492921106
18.434,21.207,18.991,38.8705901473967
27.082,21.078,19.237,38.74209403982948
26.145,21.496,12.421,38.1555576602021
18.29,21.142,11.745,35.87343770528839
19.083,24.65,12.421,38.15558456826414
26.938,25.004,11.745,35.87343878771608
25.418,26.437,18.233,40.677820549823565
19.002,27.408,19.042,36.7799504037821
19.81,19.709,18.233,40.677819486592135
26.226,18.738,19.042,36.779965060565885
25.418,19.709,12.626,39.45863305393502
19.433,19.256,12.249,37.78149925650118
19.81,26.437,12.626,39.45875151033597
25.795,26.89,12.249,37.78150613212104
25.579,26.038,18.988,39.06911618669726
19.002,26.685,19.764,36.43409023190824
19.649,20.108,18.988,39.06911576703877
26.226,19.461,19.764,36.43411611520095
25.472,20.215,12.001,38.136890075329156
19.217,19.676,11.354,35.45330449465412
19.756,25.931,12.001,38.13701652117254
26.011,26.47,11.354,35.45330922046858
26.237,26.092,18.449,41.164675169793014
18.667,26.362,18.718,38.02962275529884
18.991,20.054,18.449,41.16467475612201
26.561,19.784,18.718,38.02963146276006
25.72,20.485,12.842,39.275927974452124
18.473,19.622,11.979,36.338020160534235
19.508,25.661,12.842,39.27598371426306
26.755,26.524,11.979,36.33802301041854
