x,y,z,ESP,MHP
-2.208,18.114,9.714,-16.36262480304771,0.12846368646305212
-6.828,17.741,9.427,-15.690807496719456,0.14830387075381532
-7.322,17.741,9.477,-15.680502331645506,0.19414196071862513
-7.111,18.061,9.39,-15.876615589201979,0.1574829484050482
-7.413,17.379,9.649,-15.410571160670443,0.22801046460217408
-2.284,17.379,9.649,-16.50079910516323,0.08792292940993604
-2.444,17.741,5.043,-15.111450258224163,0.12489660873643788
-1.679,17.741,4.846,-13.98051207459623,0.17478051277573198
-2.208,17.368,5.18,-14.82302771589546,0.12526915954066833
-7.677,17.741,4.619,-14.894716788092023,0.13898076661121062
-7.94,17.741,4.909,-14.901789816754372,0.1425343807276699
-8.167,17.272,4.597,-13.840534890873789,0.1787655773780418
-7.639,18.135,5.05,-15.56420000352399,0.10933378961825664
-1.831,18.167,4.856,-14.336144739721352,0.17278042104340988
-1.773,18.565,9.699,-16.30693304316228,0.17478202665055476
-1.996,18.113,9.441,-16.37188368125607,0.12324690021538566
-7.214,18.375,9.179,-15.990163587517138,0.14961557076377344
-7.537,18.092,9.327,-15.839900551960696,0.19715213198623466
-7.609,17.001,9.468,-15.686160578019205,0.21521076882466064
-7.7,17.369,9.441,-15.680214651416467,0.22685257088233562
-2.009,16.98,9.525,-16.62752460591168,0.07217154290561856
-1.915,17.358,9.498,-16.62858911220131,0.08838168780399142
-1.93,16.959,5.311,-14.391828248872667,0.13560887321417378
-1.507,17.305,5.111,-13.587710010376835,0.16873881050441153
-8.397,16.79,4.849,-13.443412805470656,0.1801531820046941
-8.515,17.263,4.883,-13.854427233392624,0.18717112955017767
-7.766,18.523,5.311,-15.974172890517394,0.09780904939948462
-8.026,18.155,5.225,-15.53822681656794,0.12314002743684932
-1.457,18.65,4.964,-14.288451511836431,0.1521931958143439
-1.018,18.24,4.769,-13.340304322398099,0.1516708726083385
-2.021,17.741,9.336,-16.407964060036257,0.10045776208881446
-8.408,17.741,9.83,-15.656061481256389,0.30472740778872703
-0.94,17.741,4.836,-12.832305207630471,0.16400245742320008
-8.341,17.741,5.114,-14.822005786018943,0.1593715132426466
-1.108,18.171,9.07,-16.39321928466706,0.15348033679587325
-1.762,17.741,9.097,-16.35360135189581,0.10127349190208132
-8.951,18.181,9.309,-15.65938995634775,0.31336682312157677
-8.111,17.741,9.191,-15.78299964972609,0.24631007257932697
-7.95,17.384,8.793,-16.022566748422996,0.19228708419929874
-1.382,17.342,8.951,-16.305123226073846,0.09383850336101847
-0.378,17.226,5.507,-11.705424298815135,0.12394175412995437
-0.527,17.741,5.137,-12.190480288095213,0.13396492332916893
-8.771,17.289,5.745,-14.669342144755806,0.19554364588225498
-8.817,17.741,5.326,-14.843998474597672,0.17595443538731037
-8.954,18.213,5.665,-15.715577301535475,0.1581396572656433
-0.469,18.245,5.547,-12.629554527876476,0.1350571447797465
-1.635,18.131,9.239,-16.37621949461837,0.13220603636984907
-8.062,18.131,9.239,-15.710441492090094,0.2492563185446584
-7.888,17.372,9.142,-15.881745581413014,0.21549510855141035
-1.809,17.372,9.142,-16.395384548848806,0.08605670248410408
-0.593,17.225,5.074,-11.822838240824911,0.15560410053892232
-8.757,17.267,5.267,-14.199318615535013,0.18842021878649318
-8.496,18.183,5.413,-15.547841541519201,0.14290891479783652
-0.766,18.236,5.171,-13.00180090465209,0.13449219279946614
-1.109,18.618,9.146,-16.301309581090187,0.18239491752688602
-8.232,18.535,8.984,-15.731155987927597,0.2436181742706029
-7.697,17.073,8.742,-16.08779184292872,0.15914702853561583
-1.376,16.926,9.025,-16.237999715677425,0.084777947134599
-0.575,16.738,5.505,-12.101115090903878,0.13243699727132324
-8.41,16.906,5.828,-14.5876936029567,0.18126219143733327
-8.588,18.618,5.748,-16.09836484911004,0.1289924551503398
-0.753,18.702,5.586,-13.416951404006895,0.14390956128684979
-1.746,19.292,8.998,-16.481473413063405,0.132091474693952
-0.994,19.15,9.692,-16.198725070129196,0.2505045899885472
-0.782,19.154,9.276,-16.25113138576821,0.23438473087087075
-7.706,19.17,8.876,-16.053241909590415,0.1664242349498525
-7.358,18.71,8.988,-16.030412823411826,0.14906091536994617
-7.852,18.827,8.878,-15.920129630610646,0.19169402510435732
-7.461,16.435,8.753,-16.11986181217685,0.1260941021022106
-7.52,16.71,9.087,-15.950023984451093,0.16317002055611166
-7.509,16.779,8.714,-16.097584764873243,0.13680039747221376
-1.582,16.108,9.08,-16.403394274505413,0.08095408923537611
-1.772,16.554,9.336,-16.49629488882497,0.07124511734165972
-1.501,16.531,9.041,-16.24266314090552,0.0790817256576621
-1.337,15.985,5.691,-14.057664976910807,0.10801927067014051
-1.367,16.397,5.31,-13.34748625347039,0.16199822623939347
-0.814,16.282,5.526,-12.771984397858429,0.13095805260993698
-7.869,16.23,5.936,-14.751391148163862,0.14831437292697885
-8.41,16.366,5.26,-13.542857045875019,0.19104584350299547
-8.11,16.562,5.894,-14.667523246757467,0.16171147138801065
-8.033,19.333,5.855,-16.496688989924138,0.0931141988753269
-8.086,18.991,5.459,-16.40421794770048,0.09927389821836671
-8.367,19.013,5.771,-16.405948829203467,0.11038409381552214
-1.419,19.456,5.732,-15.250078847985904,0.12397787618786067
-1.367,19.084,5.31,-14.676711730606833,0.13119419289188206
-1.158,19.075,5.689,-14.483748449726452,0.13476971593706114
-1.389,18.607,9.47,-16.297046787016285,0.18919790228428585
-7.633,18.438,9.075,-15.900638581061543,0.1884297421415551
-7.717,17.023,9.125,-15.949541592968043,0.1898849868115407
-1.895,17.002,9.174,-16.401059273237557,0.07384045013649645
-1.22,16.833,5.325,-13.072856302812623,0.164224920117674
-8.561,16.812,5.276,-13.86291466057222,0.1881815357431515
-8.223,18.586,5.473,-16.041453878852614,0.11464729920504688
-0.967,18.712,5.177,-13.633590466277107,0.13369859387787264
-2.161,20.428,7.447,-16.590171130829845,0.06828053731401527
-1.906,20.267,7.863,-16.834130843990895,0.06187586408082648
-1.834,20.215,7.447,-16.75572136309742,0.06314634979915652
-8.03,20.923,7.447,-16.055864237918378,0.08744822492600775
-8.092,20.526,7.905,-16.310359199559485,0.09015912188729253
-8.25,20.532,7.447,-16.43747957360589,0.08791374718969969
-7.182,15.407,7.447,-16.44395604622553,0.07475408317148327
-7.564,15.409,7.831,-16.670664408216265,0.07747232611615276
-7.477,15.584,7.447,-16.52746427598216,0.07144141663171236
-1.454,14.347,7.447,-16.92838905284124,0.058113392587890084
-1.529,14.891,7.916,-16.686543028925875,0.06080764041576053
-1.138,14.696,7.447,-16.44883710886704,0.06762774876411694
-1.227,14.632,6.935,-16.287126541844493,0.0614864815678889
-7.413,15.538,7.085,-16.337986406947625,0.07695539747194
-8.167,20.591,6.978,-16.47933463746861,0.0838835803615178
-1.982,20.202,7.042,-16.580295258800604,0.07245761903331141
-1.772,19.797,7.447,-16.53122534286914,0.06615735754242033
-1.752,19.906,7.851,-16.75711072666976,0.06526205882647748
-8.424,20.13,7.447,-16.623263564652618,0.09334599281814636
-7.619,19.678,7.808,-16.180156582393405,0.08869808842419427
-7.509,15.963,7.447,-16.38812952797796,0.07257283656761557
-7.537,15.861,7.798,-16.513867524932675,0.07399022461729052
-0.774,15.019,7.447,-15.851227478189408,0.08319218855019332
-1.018,15.063,7.947,-16.42764616613529,0.07631312250343802
-0.855,14.949,6.926,-15.587470046298861,0.07453036695750631
-7.456,15.918,7.107,-16.205719275736215,0.07678483666770386
-8.434,20.248,6.979,-16.755989409392647,0.08533897651609634
-1.915,19.792,7.064,-16.348789752217456,0.07085658113605058
-1.93,19.877,8.229,-16.738512506852704,0.07403550189944112
-7.53,19.704,8.165,-16.161734785365198,0.09572194855958376
-7.609,15.72,8.187,-16.514994035004626,0.08493072041565602
-1.615,15.374,8.313,-16.51627368448198,0.06832536608707218
-1.063,14.97,6.433,-15.49666200986557,0.06288846659830978
-7.451,15.836,6.75,-15.938213360177937,0.08860505529830767
-8.161,20.166,6.559,-16.64689763303313,0.08453189102276434
-1.93,19.877,6.665,-16.27680680008766,0.0811497951388093
-1.587,19.294,8.626,-16.488644433564303,0.11744130193966411
-1.772,19.63,8.634,-16.699333225605045,0.10269582351502805
-7.766,19.131,8.502,-16.10044971919232,0.1440724078233142
-7.601,19.431,8.509,-16.15586675809554,0.12327399776124043
-7.423,16.515,8.378,-16.212456546782757,0.1057785698014645
-7.439,16.15,8.447,-16.26223259071368,0.10074290453133627
-1.415,16.106,8.688,-16.199155799117655,0.07947044753182794
-1.529,15.703,8.728,-16.48440644646974,0.08056444917123569
-0.729,15.779,5.957,-13.630656404569432,0.08946441987881149
-1.044,15.405,5.978,-14.5319113088831,0.07400302363977387
-7.766,16.351,6.392,-15.393346998176085,0.12030220609008674
-7.601,16.051,6.385,-15.456798916705441,0.1119570405351534
-8.281,19.376,6.206,-16.538733152615865,0.09781146283039892
-8.086,19.729,6.197,-16.596274080117194,0.0894429131137406
-1.587,19.294,6.268,-15.481378890850019,0.10482573074128133
-1.772,19.63,6.26,-15.882634549497979,0.09759879005315238
-1.811,19.517,8.207,-16.536881214950593,0.08287688015760664
-8.737,19.853,8.4,-16.658441507339298,0.14777601077644986
-7.633,16.112,8.144,-16.497196636296064,0.08688378399875149
-1.389,15.718,8.313,-16.23348371224704,0.07394101041079912
-0.714,15.323,6.412,-14.595683208288353,0.07573282266656489
-7.548,16.162,6.771,-15.862455068329218,0.0920397508685594
-8.561,19.912,6.518,-16.88757131506854,0.09162001741368737
-1.811,19.517,6.687,-15.987729694841356,0.08356070524097646
-1.554,19.238,8.22,-16.38006662209844,0.098913781486865
-8.899,19.529,8.39,-16.600900828176712,0.1666162880743451
-7.697,16.446,8.115,-16.455842267203288,0.09670480670247183
-1.109,16.042,8.324,-15.942764009496283,0.07991699936998908
-0.486,15.758,6.424,-13.797567503003034,0.08389529899677212
-7.608,16.487,6.8,-15.802978655679134,0.09744056142072535
-8.766,19.521,6.528,-16.79951088555929,0.10315848762048303
-1.643,19.198,6.695,-15.666743865611746,0.09092390194991266
-1.673,19.438,7.447,-16.261484214306787,0.0746032234438779
-1.382,19.245,7.846,-16.267331249725885,0.09374279872101635
-8.552,19.721,7.447,-16.648443902866337,0.10399367807773674
-7.95,19.087,7.804,-16.208840718842204,0.11500880056144581
-7.494,16.327,7.447,-16.238399971965116,0.07927172419433004
-7.585,16.553,7.762,-16.2949865066485,0.08929392436624234
-0.527,15.431,7.447,-15.164348994256299,0.09186509933267903
-0.469,15.841,7.951,-15.29874844253405,0.092483998652663
-0.378,15.801,6.932,-14.105912922277716,0.08596814214667217
-7.585,16.553,7.132,-16.022689880178646,0.0899375116705303
-8.862,19.483,6.985,-16.82005075737329,0.10678730917294435
