x,y,z,ESP,MHP
-6.837,14.503,6.197,-16.115217169549673,0.09054805581130515
-6.606,14.05,6.113,-16.743413166500513,0.07484633252575199
-6.563,21.17,5.732,-16.186405144248937,0.0666040759365452
-7.035,21.303,6.072,-15.747395575801026,0.0737312996515892
-6.769,21.775,5.989,-15.439056458938815,0.06023974946954935
-3.134,21.17,5.732,-16.81316110033297,0.06992302280386373
-2.96,20.817,6.26,-16.50406474661098,0.07422606958293207
-3.254,21.088,6.237,-16.501804145221485,0.06924456818916958
-2.973,20.947,8.249,-16.275378787853832,0.0639163538388301
-7.266,21.875,8.482,-14.471557232045399,0.05547216278817196
-6.526,14.872,8.165,-16.50776444665159,0.07997692332774203
-2.529,13.775,8.439,-17.539825570556374,0.057937521382865134
-2.529,13.775,6.455,-17.67682831027643,0.0438120366689838
-6.625,14.703,6.687,-16.359854223221117,0.07751770495578096
-7.266,21.875,6.412,-14.661129122078158,0.08813612740509671
-3.072,20.778,6.687,-16.342763122067062,0.06963109075684853
-4.848,20.64,10.346,-16.293338493298446,0.0702483342781443
-4.411,20.834,10.103,-16.29484522088388,0.0595800856949943
-4.848,21.297,10.365,-16.099265056114973,0.06977809601044196
-5.285,20.834,10.103,-15.892952605936213,0.07042720437853897
-4.848,14.418,10.77,-14.015304678787064,0.1326922252924504
-5.328,14.346,10.362,-14.642632219932267,0.12655204058814634
-4.848,14.03,10.492,-14.830414500882743,0.11495256978568268
-4.347,14.195,10.491,-14.931626539622675,0.11092555868320679
-4.848,14.559,4.265,-16.891607921579933,0.06475919520806192
-4.369,14.346,4.532,-17.20177736471906,0.05797257758601955
-4.848,14.03,4.402,-17.25970101882737,0.05870230090307589
-5.328,14.346,4.532,-16.634605556356387,0.06348078335305592
-4.848,20.357,4.831,-16.378512588934207,0.1084877262369203
-5.285,20.834,4.791,-16.577776613557134,0.11362290515656513
-4.848,20.601,5.1,-16.36878618942508,0.09364525676576077
-4.362,21.198,4.422,-16.696882867191086,0.1350833523043274
-4.848,21.815,10.169,-15.475515244783587,0.07174953375948483
-4.349,21.571,10.125,-16.10486896403575,0.05467296245936136
-5.337,21.489,10.068,-15.348660721649381,0.07566146267496693
-4.848,13.667,10.169,-15.711013220673966,0.10346220696377958
-5.359,13.83,10.182,-15.258502057545993,0.12630665811161446
-4.328,13.748,10.239,-16.014115823607256,0.0870172816307702
-4.848,13.833,4.836,-17.3415375962706,0.05539544603248442
-4.338,13.83,4.712,-17.577666962756453,0.055177497948077955
-5.359,13.83,4.712,-17.04555670528546,0.06120036603772745
-4.848,21.399,5.002,-16.517842509650215,0.10480316833742606
-5.316,21.326,4.94,-16.690756756760578,0.10298655886125149
-4.455,20.756,5.339,-16.337613069198596,0.08326869877730138
-3.982,20.974,9.814,-16.38664597109414,0.05374523544865638
-5.715,20.974,9.814,-15.501309802496817,0.0663216994404517
-5.778,14.271,9.987,-15.199883051620326,0.12752671145977967
-3.855,14.034,10.161,-16.196125660209514,0.08902544882888032
-3.897,14.192,4.849,-17.28853480109741,0.058191130995917995
-5.799,14.192,4.849,-16.46681639132689,0.062509190156373
-5.736,21.053,5.022,-16.72703536247835,0.09428832449798769
-4.066,20.659,5.311,-16.40072089782638,0.08365231186731265
-3.483,21.517,9.245,-16.74973067231089,0.03987527938555212
-3.567,21.06,9.485,-16.586107497348923,0.053095765870069506
-6.307,21.775,9.368,-14.092090331219413,0.047805994427252294
-6.192,21.222,9.584,-15.18301634894261,0.057559157804340275
-6.09,14.308,9.082,-16.393271437450654,0.088519828693043
-6.098,14.503,9.435,-15.881588089387096,0.10528097885793614
-3.39,13.707,9.368,-17.44749754315125,0.0683547900182636
-3.411,14.017,9.733,-16.943161716771463,0.07979228427065455
-3.39,13.707,5.526,-17.72970846351616,0.05480154426265264
-3.442,14.098,5.21,-17.368496347690233,0.05762083850789433
-6.276,13.793,5.567,-17.17770662211429,0.05720631968673595
-6.254,14.098,5.21,-16.45563027967215,0.06266663004686814
-6.307,21.775,5.526,-16.754206841547198,0.05618476635336618
-6.161,21.141,5.359,-16.609130252903157,0.07406024265239591
-3.514,21.431,5.689,-16.764318691756284,0.06947612214563255
-3.505,21.222,5.31,-16.852335868710107,0.07804699389820605
-3.877,21.622,9.717,-16.390437049901735,0.03991981103690487
-5.82,21.622,9.717,-14.671026768316818,0.06594552598012643
-5.756,14.113,9.569,-15.93581235908155,0.10495637457917845
-3.814,13.607,9.865,-17.38198541060253,0.0695014760660478
-3.835,13.691,5.078,-17.695490995434174,0.058184643214594295
-5.862,13.691,5.078,-17.09934026322917,0.057163619275026875
-5.841,21.707,5.128,-17.174305929396592,0.07800192307565146
-3.94,21.369,5.325,-16.623418492814686,0.08559254139282539
-3.846,22.014,9.389,-16.116477567697626,0.022475757011181652
-5.851,22.014,9.389,-13.84362998413609,0.05663046227884888
-5.746,13.913,9.187,-16.54003135253662,0.08526111172400992
-3.825,13.378,9.43,-17.675132274196113,0.06588767405921529
-3.867,13.556,5.545,-17.7181538312648,0.054215912991908394
-5.851,13.467,5.505,-17.63062985781068,0.053081709173698866
-5.851,22.014,5.505,-16.450993981811163,0.06399214226141703
-3.95,21.569,5.707,-16.431211706223472,0.079145065819329
-4.848,22.062,9.757,-14.856730262188222,0.05765861437444146
-4.334,22.211,9.387,-15.004341407612246,0.02980865671427034
-5.363,22.211,9.387,-13.883941637793669,0.05616600925032869
-4.848,13.419,9.757,-16.462450669262076,0.0949032838415728
-5.352,13.362,9.347,-16.758804494056626,0.09510491852068328
-4.334,13.271,9.387,-17.290748030329976,0.07432115298717991
-4.842,12.892,4.87,-17.975010663115157,0.0756927030301448
-4.282,12.744,5.241,-18.145616717631125,0.07684422582952975
-5.352,13.362,5.547,-17.678973517030343,0.054237413148735286
-4.848,21.974,5.184,-16.294837547729312,0.11051389679284522
-5.352,22.12,5.547,-15.973968605129862,0.08488366254027957
-4.355,22.029,5.586,-16.0826973300123,0.10555551575859146
-4.332,21.997,9.82,-15.595852756260022,0.0433360452136861
-5.365,21.997,9.82,-14.471885150425495,0.0738768750769665
-5.354,13.572,9.772,-16.08069639347919,0.1114814714393593
-4.332,13.485,9.82,-16.85778196974705,0.07780787185720694
-4.353,13.659,5.171,-17.598640262329372,0.05420010060537822
-5.343,13.659,5.171,-17.318842333532256,0.05483817492022139
-5.343,21.823,5.171,-16.58184913562181,0.09207132631872247
-4.395,21.476,5.364,-16.375296012749253,0.09154242376732802
-3.543,21.742,8.329,-15.767502053415118,0.04863834559557216
-6.305,22.207,8.431,-13.25935276844209,0.047474350163558734
-6.123,13.833,8.308,-17.181224917146235,0.0645735329646985
-3.422,13.367,8.411,-17.66707709668824,0.05722700448599506
-3.145,12.654,6.277,-18.27355652123057,0.06202226442656211
-6.123,13.833,6.586,-17.117454565334416,0.06423966198678366
-6.305,22.207,6.463,-14.261982155206613,0.05663688035220132
-3.604,21.556,6.606,-16.113025991515926,0.07503469616803343
-3.517,21.607,8.779,-16.311486737359125,0.03959130301409655
-6.304,21.966,8.903,-13.731498368988504,0.04413992416448628
-6.087,14.145,8.686,-16.789193710668407,0.07412515993441737
-3.393,13.516,8.903,-17.601182129836435,0.061900727721962825
-3.136,12.817,5.722,-18.401998346320223,0.07044215969372504
-6.242,13.696,6.053,-17.401254841952568,0.06070572917644876
-6.304,21.966,5.991,-15.356203589634745,0.052665945083810214
-3.609,21.337,6.208,-16.364055642325063,0.06855884547202849
-3.885,22.114,8.873,-15.310978503469997,0.022402447180605467
-5.832,22.207,8.904,-13.373210122986416,0.0474107275697076
-5.73,13.74,8.752,-17.014106097913306,0.0683705083168198
-3.864,13.274,8.904,-17.64603213110874,0.06340688741142424
-3.721,12.652,5.719,-18.210802346081792,0.07263412755258233
-5.832,13.274,5.99,-17.932081792193426,0.05643543953894037
-5.832,22.207,5.99,-15.209723061988557,0.062098584435701445
-3.987,21.649,6.172,-16.070820915053595,0.07755653911722557
-4.848,17.741,10.647,-15.08989178172883,0.14914811331241007
-4.495,17.741,11.03,-14.803342879868566,0.18701538580777455
-4.848,18.045,10.532,-15.44409415273299,0.12566641780032506
-5.142,17.741,10.433,-15.2463886361414,0.1305850480621097
-4.848,17.408,10.831,-14.567740269559492,0.18232287066908043
-4.848,17.741,4.147,-16.25128012293149,0.09873409116905302
-4.535,17.741,4.262,-16.327859782912114,0.0895995861849804
-4.848,17.408,4.063,-16.235889139208016,0.08921888985949149
-5.201,17.741,3.864,-16.188635816452976,0.11781067339313797
-4.848,18.064,4.163,-16.234151148385326,0.11300744622066464
-4.848,18.346,10.487,-15.704902561354938,0.10990690276030941
-4.504,18.086,10.913,-15.28754822008126,0.15757508365375636
-5.134,18.027,10.319,-15.539895028030932,0.11003294247698514
-4.848,16.98,11.272,-13.449445325652654,0.24432845647363155
-5.154,17.436,10.517,-14.902615405833373,0.1513954856693224
-4.435,17.327,11.606,-13.575846641871115,0.2603170665015077
-4.848,17.039,3.916,-16.132776483205443,0.08519723914346385
-4.533,17.426,4.278,-16.30955096841034,0.07737511977955443
-5.213,17.377,3.783,-16.124494827047222,0.10519013451053615
-4.848,18.424,4.014,-16.204388102845513,0.14283119110576956
-5.213,18.105,3.783,-16.202228618461483,0.1440282615600207
-4.533,18.056,4.278,-16.286210350953937,0.1038595133531374
-4.029,17.741,11.566,-14.531266105273254,0.23470305829585866
-5.453,17.741,10.487,-15.270878437174147,0.13301659733389465
-4.224,17.741,4.308,-16.398299806521408,0.08422749347101965
-5.629,17.741,3.524,-16.15033481765804,0.14051237152896445
-3.432,17.741,10.865,-15.214952321772149,0.1984411970854247
-3.616,18.162,11.44,-15.28185646566892,0.21932705127338536
-3.658,17.741,11.37,-14.728634375608443,0.24114101926547446
-5.843,17.741,9.849,-15.5411713570032,0.1095490344959931
-5.641,18.012,10.014,-15.675104626424766,0.09771871941804514
-5.661,17.741,10.126,-15.442854034923537,0.11609884715625907
-5.699,17.45,10.204,-15.158195692529164,0.13669870627584507
-3.674,17.34,11.25,-14.459961092233645,0.2399442498424158
-3.7,17.741,4.675,-16.17110455164542,0.07861780126623386
-3.939,17.43,4.5,-16.348672555980002,0.06690430048893323
-3.948,17.741,4.48,-16.318011397268904,0.0793320145412689
-6.532,17.741,3.382,-15.39836513233448,0.17074277894708306
-6.14,17.3,3.264,-15.912216313652351,0.12715252956735026
-6.068,17.741,3.428,-15.913116728131094,0.15216525291022867
-6.052,18.152,3.549,-15.900717458691837,0.16951104044614498
-3.909,18.062,4.405,-16.282792414137273,0.09832415956233209
-4.037,18.15,11.445,-15.192744731283074,0.20071167502299678
-5.442,18.041,10.372,-15.612528386881806,0.10833619820192764
-5.462,17.431,10.47,-14.948724929764461,0.15055451175479287
-4.017,17.321,11.542,-14.01941842609137,0.25045453402453877
-4.215,17.421,4.327,-16.403082407388876,0.07097533917184201
-5.62,17.351,3.644,-15.99901693791906,0.11356022571669573
-5.66,18.15,3.449,-16.13644578263868,0.17288534800626051
-4.215,18.061,4.327,-16.32360581577128,0.10023984316908718
-4.033,18.556,11.382,-15.721192181156741,0.1702902286033327
-5.464,18.357,10.422,-15.896042522668075,0.09256867884476383
-5.524,17.065,10.71,-14.33742355256355,0.18846376517192043
-4.014,16.906,11.478,-13.73242628957853,0.24881443537853382
-4.153,17.045,4.088,-16.516850515071308,0.06397371329308177
-5.604,16.986,3.8,-15.78502310705278,0.09566944807000452
-5.584,18.476,3.896,-16.08766645184003,0.15080531586326376
-4.153,18.437,4.088,-16.30380807519868,0.1374353918848627
-4.848,19.119,10.773,-16.215029981189506,0.10042478996910009
-4.848,18.699,10.605,-15.950107040141843,0.10299908633920948
-4.487,18.797,10.869,-15.96374586869435,0.12140348467079706
-5.159,18.651,10.394,-15.97670283332679,0.08855429973281134
-4.848,16.057,11.512,-12.57710114306667,0.22453956098222846
-4.848,16.551,11.37,-13.05239148835074,0.24012386558676782
-5.24,16.596,11.155,-13.318941826800112,0.22705586374381265
-4.417,16.479,11.535,-13.032678014594396,0.24627169624017792
-4.848,16.363,4.121,-16.032852376808844,0.076870362755528
-4.848,16.667,3.906,-15.998522101093073,0.08319795735452598
-4.477,16.655,3.929,-16.21344804276103,0.07665194285238751
-5.209,16.684,4.024,-15.861390862414016,0.08212179036651115
-4.889,19.432,3.148,-15.84107831004788,0.2667814855339685
-4.848,18.931,3.523,-15.962370231347975,0.22391416671219727
-5.387,18.998,3.034,-15.960051042957524,0.26036733815828894
-4.477,18.827,3.929,-16.134214683636163,0.172409459478731
-4.489,18.453,10.957,-15.657824601787212,0.1412729490958522
-5.148,18.335,10.372,-15.77108201450163,0.0988560399545361
-5.198,17.048,10.86,-14.124244691255402,0.1996550425171074
-4.429,16.91,11.542,-13.298911753828294,0.25598133544218427
-4.509,17.068,4.132,-16.30612406481722,0.07250072918453704
-5.218,17.009,3.839,-15.956486737357663,0.09238263552904985
-5.258,18.552,3.449,-16.10364575769158,0.20383414259688226
-4.509,18.414,4.132,-16.252493393393777,0.13249922013955706
-4.848,20.215,10.462,-16.372884930824064,0.07699617608918204
-4.422,20.332,10.464,-16.489933126834806,0.07283622678591355
-5.243,20.138,10.238,-16.162856453780186,0.07403661177605128
-4.848,14.759,11.08,-13.221205653923914,0.1557449541067018
-5.339,14.761,10.917,-13.458028274318728,0.14601654291113147
-4.379,14.891,10.766,-13.89120467952698,0.16004371924996041
-4.848,15.203,4.355,-16.45227438761249,0.07025123203780272
-4.422,15.15,4.43,-16.687502408950966,0.07008271181198482
-5.317,14.891,4.128,-16.24386564016856,0.07686251825200396
-4.866,20.72,3.916,-16.48606671427816,0.18376134356493118
-5.243,20.138,4.656,-16.393688452068506,0.11986589162620429
-4.346,20.763,3.989,-16.57221440032202,0.16288587681310152
-4.045,19.935,10.444,-16.467796438770172,0.08180608378033447
-4.434,19.963,10.625,-16.475294443072045,0.08356418106386962
-5.63,19.877,10.365,-16.158071484406356,0.07951146675450704
-5.242,19.849,10.462,-16.28311565690268,0.08128299785046016
-5.799,15.143,10.996,-13.220484137096761,0.15480656448581934
-5.348,15.063,11.277,-12.665796190645999,0.16088656015956462
-4.003,15.432,10.602,-14.298196942991687,0.17296473930764408
-4.381,15.234,11.032,-13.271360684877692,0.19485844527962504
-4.088,15.662,4.608,-16.520557882276577,0.06767434303391526
-4.434,15.519,4.269,-16.527532864370613,0.0773660354894937
-5.778,15.201,3.977,-15.480363445227574,0.08761057855353765
-5.284,15.405,4.106,-15.99433544282028,0.07960319361659617
-5.673,19.993,4.371,-16.501747324491596,0.1391702648498397
-5.242,19.849,4.432,-16.33308013348714,0.13498894126947622
-3.822,20.436,3.838,-16.523323785358308,0.16951254553387596
-4.323,20.429,3.727,-16.420974979361937,0.18333257910926495
-4.848,19.852,10.607,-16.3940551270783,0.0852875393516322
-4.848,15.13,11.355,-12.56035354354038,0.18026168639676032
-4.848,15.685,4.371,-16.223159371061,0.07119174283803877
-4.883,20.356,3.639,-16.28588341565325,0.2101929736976456
-4.46,19.206,10.822,-16.217087414582668,0.10714725115798085
-4.848,19.391,10.534,-16.252648153813176,0.08696792184896396
-5.205,19.087,10.549,-16.2157146794436,0.08439483920871642
-5.3,16.039,11.37,-12.730108299847123,0.21041999208484147
-4.848,15.62,11.416,-12.549574067762643,0.20132348318139082
-4.386,15.999,11.461,-12.811502772691355,0.23582172882960095
-4.449,16.237,3.98,-16.245872346557096,0.08119856064331364
-4.848,15.902,4.007,-16.11669147162128,0.0841664857053368
-5.247,16.237,3.98,-15.786283940323235,0.08257351876187344
-5.426,19.517,3.221,-16.041057858547774,0.2504215525584337
-4.884,19.913,3.37,-16.0956247470311,0.23475331581016357
-4.329,19.514,3.212,-15.815246425122666,0.2601839659109634
-4.448,19.581,10.747,-16.378100243694593,0.095417746692619
-5.217,19.436,10.487,-16.268768231189043,0.08115721991054126
-5.333,15.513,11.442,-12.390976418566074,0.18222399223558977
-4.385,15.61,11.268,-12.89623342007469,0.22083068842495174
-4.448,15.9,4.147,-16.36626094428139,0.07976654766367085
-5.28,15.755,3.886,-15.82854698182016,0.08723350934367138
-5.238,19.533,4.233,-16.254519744074017,0.14821723888791993
-4.326,19.982,3.441,-16.18345466839933,0.21449363033892355
-4.034,19.319,10.919,-16.305438706175305,0.11400337105159394
-5.538,19.076,10.385,-16.235014504587234,0.07307517285479259
-5.725,16.042,11.186,-13.087102810581552,0.20014677371262826
-4.013,16.122,11.008,-13.864355394565598,0.21120404632060272
-4.076,16.244,4.153,-16.46491898888244,0.07192014577695902
-5.788,15.92,3.441,-15.17378735023536,0.0951648007600905
-5.621,19.238,4.153,-16.26098557323937,0.14520581400547022
-3.81,19.572,3.334,-16.00772588868857,0.23320813193178122
-3.014,19.643,11.307,-16.80040890074837,0.13726627780085968
-3.661,19.63,10.523,-16.44188658504644,0.09852004594138754
-3.669,19.294,10.708,-16.309120792502114,0.11463983191425567
-6.114,19.006,9.978,-16.27242624090626,0.06644296402839014
-5.942,19.481,10.28,-16.225901414502886,0.06963482684897082
-5.872,19.09,10.279,-16.29561572677494,0.06602600975071529
-6.522,16.067,10.795,-13.848083004135859,0.2037436688844868
-6.223,15.554,11.009,-13.328762973974428,0.16833222133627168
-6.09,16.106,10.88,-13.64072522012847,0.19546365988243594
-3.419,16.312,10.305,-15.489339973813363,0.12432878766987682
-3.755,16.001,10.28,-15.118504088812736,0.1342337655862494
-3.638,16.147,10.794,-14.58049457908084,0.18608217700158536
-3.501,16.394,4.753,-16.335392131081164,0.060142673000459904
-3.692,15.902,4.452,-16.576654413307587,0.07234274434398413
-3.731,16.269,4.357,-16.539550721056997,0.06459196898414117
-6.767,15.822,3.609,-13.650771677418444,0.0981402891777106
-6.254,15.504,3.804,-14.622027272974801,0.09371573357413589
-6.276,15.861,3.499,-14.376941281983642,0.09310295577580806
-6.359,19.251,4.426,-16.497023063686264,0.10344240577337227
-6.067,19.679,4.29,-16.631273714732828,0.12736376486975115
-6.028,19.294,4.186,-16.416163232632968,0.1328350385729436
-3.215,19.374,4.181,-15.949773058955406,0.17834338537333172
-3.344,20.037,3.731,-16.391203662685243,0.1840840904786388
-3.354,19.608,3.494,-16.104250800628428,0.2149245498624759
-4.046,19.616,10.653,-16.4044030133933,0.09532037253740964
-5.587,19.468,10.4,-16.25265828877884,0.07484200966750656
-5.799,15.52,11.244,-12.836191071243292,0.17197750189591687
-4.025,15.816,10.738,-14.153975109241458,0.1859717801723393
-4.088,15.964,4.409,-16.471530190219088,0.07026526369162597
-5.777,15.57,3.734,-15.279660697999379,0.09262575570726236
-5.651,19.616,4.241,-16.385583257136396,0.14370608423575784
-3.797,20.024,3.571,-16.29914700366514,0.19569402695911448
-2.452,18.135,10.238,-16.233702305903517,0.15512895525317966
-2.755,17.741,9.998,-16.14634465622862,0.11783723699211054
-6.533,18.018,9.408,-15.832749178593776,0.11515085997934835
-6.498,17.741,9.457,-15.673819869342406,0.12630487944815377
-6.856,17.411,9.785,-15.237839379346351,0.19422201383170593
-2.775,17.4,9.861,-16.186916016493292,0.09809814361438557
-2.775,17.4,5.033,-15.541519183467635,0.09546721097637842
-2.882,17.741,5.051,-15.560890524913402,0.10031282062105991
-7.763,17.261,4.052,-13.802572861246272,0.17296264152136676
-7.64,17.741,4.046,-14.55120339280931,0.16995144932623396
-7.375,18.157,4.505,-15.541315017904477,0.11730445110991755
-2.775,18.082,5.033,-15.422077838582187,0.11867678086824779
-3.015,17.741,10.191,-15.922192998292989,0.1313042118081722
-2.74,18.134,10.462,-15.996623056835023,0.16647057746600674
-6.293,17.741,9.609,-15.625345336465026,0.12055260843649937
-6.273,18.007,9.484,-15.798897383971642,0.10350416029950266
-6.387,17.454,9.647,-15.432225143893064,0.1412383789741572
-3.082,17.411,9.973,-15.950352438018061,0.10746849053817709
-3.182,17.741,4.953,-15.81412315304529,0.0891683442735624
-3.139,17.422,5.002,-15.840280268906978,0.07913773931230383
-7.293,17.741,3.788,-14.720832987883785,0.16900744607774143
-7.526,17.241,3.617,-13.830222538224888,0.17171145490907547
-7.014,18.145,4.35,-15.59149622734247,0.11799468483729489
-3.082,18.07,4.921,-15.686198145050486,0.10828740005141654
-2.173,18.655,11.174,-16.140991837388583,0.23192427357304435
-6.349,18.29,9.498,-15.954577747148159,0.09582095641958632
-6.638,17.086,9.892,-14.979616283478265,0.19510680980969428
-3.059,17.086,9.892,-16.0016204531469,0.09490117302109305
-3.001,17.065,4.923,-15.881398405896249,0.07633607397623704
-7.504,16.769,3.819,-13.495790079734961,0.14277673709508548
-6.927,18.502,4.608,-15.98940238001564,0.0958289935817597
-2.943,18.438,4.844,-15.545162105239516,0.13423716189183246
-3.295,18.92,10.708,-16.15199858443362,0.1412361055195176
-2.579,19.16,11.283,-16.507038009073575,0.1809248141270523
-5.993,18.61,9.85,-16.08656964647184,0.07465457498287986
-6.19,18.585,9.633,-16.076001734467543,0.07979594066814821
-6.361,16.593,10.623,-14.016051517164204,0.22744017255993695
-6.538,16.679,10.199,-14.533800239089057,0.2128645258265326
-3.499,16.717,10.279,-15.4530193895053,0.12641561453052333
-3.258,16.741,10.037,-15.812810252635227,0.10201095357530168
-3.459,16.686,4.529,-16.43086121451057,0.05676017089180507
-3.208,16.71,4.776,-16.19190625414636,0.06372534232727717
-6.769,16.282,3.413,-13.688762310298424,0.09761627536768168
-7.135,16.304,3.723,-13.506980766639,0.11169040575136907
-6.32,18.858,4.357,-16.23020369331489,0.11093331813754537
-6.638,18.866,4.533,-16.276961941527773,0.09425334928938434
-3.377,18.858,4.357,-15.876599092057381,0.15845769360459286
-3.009,18.897,4.452,-15.606153892699574,0.17369317208861046
-2.924,18.564,10.738,-15.997373417408935,0.17461735872958473
-6.131,18.29,9.641,-15.931975936107854,0.08872874318950866
-6.427,17.065,10.147,-14.730492295233253,0.20017717290085707
-3.319,17.086,10.063,-15.747694992233706,0.11037853174567261
-3.319,17.086,4.831,-16.107960976830768,0.06515809675788686
-7.168,16.749,3.481,-13.720004901850189,0.12741301258099458
-6.625,18.501,4.409,-15.989764117933035,0.10680905473048558
-3.269,18.417,4.747,-15.794967875657376,0.12226641338200334
-3.189,18.597,11.097,-15.902783886691422,0.18625062987628915
-5.9,18.284,9.762,-15.893359357759715,0.08440770962710545
-6.143,17.073,10.296,-14.700257763921972,0.18505164512499525
-3.513,17.052,10.385,-15.395228063166817,0.14009075693414846
-3.594,17.093,4.687,-16.26610341112918,0.059762514482765455
-6.75,16.759,3.262,-14.187247099666282,0.1097698346126667
-6.345,18.514,4.153,-15.994714282003951,0.12675477334698876
-3.554,18.409,4.598,-15.990059548098355,0.11743651584586107
-3.246,17.741,10.445,-15.648552556133112,0.15371554632248993
-3.225,18.171,11.187,-15.371024011346636,0.22581687622961005
-6.074,17.741,9.74,-15.582722348029602,0.11444573491795987
-5.878,18.014,9.819,-15.732196541480748,0.09664239066733463
-5.917,17.457,9.91,-15.321702971163303,0.12838933646276357
-3.502,17.384,10.549,-15.331381756812721,0.16065327922646158
-3.481,17.741,4.889,-15.995105070166833,0.0800975483742439
-3.661,17.426,4.71,-16.20554393754609,0.06711373284681793
-6.922,17.741,3.567,-14.963359509905153,0.17231065156194894
-6.63,17.268,3.342,-15.038755832691741,0.13794722126945563
-6.432,18.161,3.798,-15.683243208717776,0.15474757164401443
-3.661,18.056,4.71,-16.071404418023,0.09281251586423159
-3.008,18.141,10.747,-15.702332867531208,0.18897314959501332
-6.059,18.004,9.618,-15.764682799173803,0.09791650531445711
-6.156,17.456,9.792,-15.369449461758926,0.1347893541296842
-3.298,17.404,10.226,-15.69684103285978,0.1284965554134657
-3.395,17.425,4.841,-16.053770688513993,0.07180630449678377
-7.125,17.246,3.365,-14.271713668004644,0.1576458524234375
-6.689,18.141,4.147,-15.643039320541561,0.12765582808813963
-3.395,18.057,4.841,-15.90826214373142,0.09706212268920189
-4.028,18.955,11.169,-16.087149574936085,0.1391668789708474
-5.484,18.682,10.332,-16.080865877016908,0.07875082988215745
-5.627,16.588,10.983,-13.597742110667458,0.21537762395660304
-3.987,16.466,11.355,-13.593248730679862,0.23964860080118022
-4.09,16.618,4.004,-16.472136922499818,0.06645790061367597
-5.648,16.557,3.818,-15.568288553111298,0.08792077332119327
-5.783,19.153,3.148,-16.052815911273967,0.2441014216502999
-4.09,18.864,4.004,-16.13758095895478,0.16774924877744146
-3.609,18.98,11.043,-16.159217758974183,0.143212725214458
-5.747,18.639,10.054,-16.073406041605036,0.07335442689202595
-5.994,16.595,10.773,-13.909175531758773,0.21110678612445188
-3.671,16.564,10.863,-14.636748568100106,0.18940589084672835
-3.733,16.626,4.211,-16.59100813734318,0.056935767735311366
-6.242,16.347,3.402,-14.678873955857835,0.09007472512890216
-5.994,18.887,4.121,-16.197551083669424,0.13580365293509344
-3.702,18.887,4.121,-16.05631500953629,0.16445200892045247
-3.604,18.581,11.262,-15.823222532970039,0.17771126696352985
-5.698,18.315,10.052,-15.892309030348713,0.08486918290348217
-5.819,17.085,10.425,-14.660575227548746,0.17300670689182357
-3.725,16.982,10.89,-14.706128992838455,0.19524980703949377
-3.877,17.085,4.469,-16.396359213274227,0.05869973497581746
-6.184,16.839,3.353,-15.361382469869422,0.10111422225355376
-5.941,18.479,4.097,-16.029920051195226,0.13238452038756668
-3.847,18.417,4.376,-16.168855207273705,0.12091985275466677
-2.223,20.366,8.259,-16.729403164011966,0.06904304014993476
-7.819,20.711,8.366,-16.24885905663267,0.08256272606879365
-7.266,15.323,8.195,-16.446202519059355,0.09161958472609917
-1.878,14.771,8.366,-16.96457585884962,0.06183112071213928
-1.74,14.632,6.485,-16.583759853459494,0.047563532670261116
-7.059,15.53,6.763,-16.02032407709196,0.08028624977035033
-7.819,20.711,6.528,-16.287380969457917,0.08429261845314194
-2.292,20.297,6.656,-16.446956904446687,0.07993706388462526
-2.052,19.753,9.05,-16.673286636692705,0.1150173078090872
-7.424,19.594,8.923,-16.225895115235506,0.12451658397243572
-7.35,15.94,8.881,-15.982949028627736,0.12046309753948359
-2.052,15.728,9.05,-16.593542656981185,0.07258156613208784
-1.684,15.464,5.633,-15.126951966171532,0.08068147717201499
-7.424,15.887,5.971,-15.027429315286266,0.12184975752196647
-7.645,19.753,5.844,-16.47779883941184,0.08103572400140074
-2.052,19.753,5.844,-15.90819699043883,0.10221546436608717
-2.254,19.952,8.605,-16.668234494955417,0.08177097941975661
-7.587,20.074,8.67,-16.323208662642934,0.10289650776540435
-7.299,15.653,8.541,-16.18503055327747,0.10118920669355974
-1.894,15.223,8.766,-16.788134557916784,0.07423188695334017
-1.677,15.039,6.031,-15.946361268977029,0.05513926865919298
-7.155,15.776,6.417,-15.65163862896914,0.09156032103821019
-7.659,20.136,6.192,-16.4109351512053,0.07988938468571977
-2.254,19.952,6.289,-16.18408355380094,0.08534525795274672
-2.418,20.171,9.067,-16.737658101710554,0.09651359638938435
-7.215,20.107,9.025,-16.313900253186702,0.09100328112447423
-6.959,15.63,8.854,-15.946937882570763,0.10836851849653761
-2.482,15.374,9.025,-16.615640514233213,0.06888218180277465
-2.098,14.991,5.613,-16.397001623201056,0.058348401685526435
-7.215,15.374,5.869,-15.0529400433906,0.1205299691827612
-7.407,20.299,5.741,-16.371176278823718,0.08204786144925938
-2.418,20.171,5.827,-16.233108093133104,0.09375442616495154
-2.783,20.611,9.092,-16.742878368219692,0.07951070387498627
-7.073,20.832,9.219,-16.388893519493887,0.05878123050812306
-6.649,15.239,8.881,-16.027308844272113,0.10100480625903771
-2.783,14.871,9.092,-16.69904494753788,0.07155826880312968
-2.518,14.503,5.591,-17.26035414543861,0.05037385586182351
-6.967,14.797,5.76,-15.396360916129082,0.10460870792071371
-6.914,20.611,5.802,-16.172881106024473,0.07202127829841318
-2.677,20.758,5.717,-16.596759475898267,0.08564220378047845
-2.515,20.48,8.67,-16.692308589647524,0.07620233517146362
